AverageDiscountedReturn,AveragePolicyStd,AbsLearnSignal,Time,Perplexity,MeanKLBefore,Entropy,AverageReturn,StdReturn,Iteration,LossAfter,LossBefore,dLoss,ProcessExecTime,PolicyExecTime,EnvExecTime,ExplainedVariance,OriginalTaskAverageReturn,NumTrajs,MinReturn,IRLLoss,MeanKL,MaxReturn,ItrTime
-155.13173609406175,0.98300785,nan,1828.716968536377,16.498055,0.0,2.8032424,-228.20345495641232,26.871775045990944,90,nan,nan,nan,0.0031523704528808594,0.21552038192749023,25.10685420036316,nan,12.87771404266538,2,-255.07523000240326,0.36017498,0.0,-201.33167991042137,30.467146396636963
-251.76539978931095,0.98300785,0.8299844972047653,1846.929034948349,16.498055,0.0,2.8032424,-337.63415932655334,0.0,91,-0.032207552,-3.1789146e-08,0.03220752,0.001611471176147461,0.11018848419189453,13.023728370666504,0.43706873527069456,15.58042852011133,1,-337.63415932655334,0.21991722,0.007476932,-337.63415932655334,18.20463490486145
-137.03139438379108,0.99279773,0.888887846868684,1865.221031665802,16.815878,0.0,2.8223236,-195.55665892362595,0.0,92,-0.07176517,-0.0,0.07176517,0.0016796588897705078,0.11564111709594727,13.090825080871582,-16.553061421299788,16.22173193022231,1,-195.55665892362595,0.44188845,0.009138787,-195.55665892362595,18.286073207855225
nan,1.0256704,nan,1883.2549149990082,17.952282,0.0,2.8877172,nan,nan,93,nan,nan,nan,0.0016624927520751953,0.1029057502746582,12.866838455200195,nan,nan,1,nan,0.1381409,0.0,nan,18.029970407485962
nan,1.0256704,nan,1912.8476603031158,17.952295,0.0,2.887718,nan,nan,94,nan,nan,nan,0.002850055694580078,0.1954188346862793,24.194564819335938,nan,nan,2,nan,0.18915331,0.0,nan,29.588915824890137
nan,1.0256704,nan,1930.6173977851868,17.952282,0.0,2.8877172,nan,nan,95,nan,nan,nan,0.0016109943389892578,0.10081839561462402,12.595808267593384,nan,nan,1,nan,0.049388897,0.0,nan,17.76551604270935
-324.765618447798,1.0256704,nan,1948.7408602237701,17.952282,0.0,2.8877172,-480.2419435977936,0.0,96,nan,nan,nan,0.0016019344329833984,0.10937023162841797,12.917044878005981,nan,11.339714753467705,1,-480.2419435977936,0.15314572,0.0,-480.2419435977936,18.119558811187744
nan,1.0256704,nan,1967.0345342159271,17.952282,0.0,2.8877172,nan,nan,97,nan,nan,nan,0.0015802383422851562,0.10991597175598145,13.103202104568481,nan,nan,1,nan,0.09285825,0.0,nan,18.289777755737305
-280.1171084169516,1.0256704,nan,1985.319816350937,17.952282,0.0,2.8877172,-421.99728697538376,0.0,98,nan,nan,nan,0.0015442371368408203,0.11300182342529297,13.132407188415527,nan,13.727566848330197,1,-421.99728697538376,0.21169996,0.0,-421.99728697538376,18.281387090682983
-616.0685481338763,1.0256704,0.8083773073650967,2003.2658915519714,17.952282,0.0,2.8877172,-867.5679302215576,0.0,99,-0.091992855,-3.1789146e-08,0.091992825,0.0015628337860107422,0.10291004180908203,12.667428970336914,-0.2555629229215035,6.8787793326739965,1,-867.5679302215576,0.07538628,0.008235072,-867.5679302215576,17.94002890586853
nan,1.0203031,nan,2021.5455405712128,17.760794,0.0,2.8769934,nan,nan,100,nan,nan,nan,0.0016818046569824219,0.11113905906677246,13.140308618545532,nan,nan,1,nan,0.42471626,0.0,nan,18.27578639984131
-213.82146359345705,1.020303,nan,2051.8667752742767,17.760777,0.0,2.8769925,-317.5745552778244,55.36870789527893,101,nan,nan,nan,0.003021717071533203,0.20954656600952148,25.08549189567566,nan,12.861339501463235,2,-372.94326317310333,0.35128194,0.0,-262.20584738254547,30.31727409362793
-285.16165415625636,1.020303,0.8575427452426572,2081.454970598221,17.760773,0.0,2.8769922,-401.1413007937372,297.62333381548524,102,-0.058993675,-4.334883e-09,0.05899367,0.002966165542602539,0.18772077560424805,24.359909772872925,0.5422149548868143,9.473971413502634,2,-698.7646346092224,0.32361835,0.007686078,-103.51796697825193,29.584322690963745
-264.4809505400276,1.0044488,0.769314022652696,2111.56218957901,17.210268,0.0,2.8455062,-372.8927572518587,26.84636189043522,103,-0.10107019,3.4366643e-08,0.101070225,0.003184080123901367,0.20451831817626953,24.870589017868042,-0.4071614786864082,12.219705630719403,2,-399.73911914229393,0.13895386,0.007129343,-346.0463953614235,30.1002037525177
-302.3695815660421,1.0071727,0.8122855273668979,2141.5725576877594,17.303133,0.0,2.8508875,-432.73870170116425,166.9360380768776,104,-0.06842556,-2.1287374e-08,0.068425536,0.003046274185180664,0.2045423984527588,24.75267744064331,0.8085115034015979,10.750294828029261,2,-599.6747397780418,0.21841994,0.008999185,-265.80266362428665,30.00567126274109
-440.7464366722723,1.0095943,0.8500494988400372,2159.6975519657135,17.387089,0.0,2.855728,-645.6356493234634,0.0,105,-0.053630255,-0.0,0.053630255,0.0016002655029296875,0.10982251167297363,12.908583879470825,0.7817571308940491,9.904776560168997,1,-645.6356493234634,0.12382759,0.006839266,-645.6356493234634,18.11895513534546
-159.14873525712923,1.0148016,0.9115552835951096,2177.7962415218353,17.57116,0.0,2.8662589,-234.0919986963272,0.0,106,-0.07010304,-0.0,0.07010304,0.0016405582427978516,0.11459660530090332,12.99880838394165,-0.4651344515034508,16.60176913384778,1,-234.0919986963272,0.40673873,0.007466793,-234.0919986963272,18.09447145462036
-355.53524290329324,1.0210904,0.7331711962186245,2195.979795694351,17.789497,0.0,2.8786082,-522.142521739006,0.0,107,-0.07639554,6.357829e-08,0.07639561,0.0017123222351074219,0.11293983459472656,13.049521684646606,-59.192295941133125,11.677391300933918,1,-522.142521739006,0.07944762,0.0074919313,-522.142521739006,18.17908501625061
-498.5491531800922,1.0038457,0.7372780989557542,2213.875354528427,17.196737,0.0,2.8447196,-713.7608380317688,0.0,108,-0.08815502,-0.0,0.08815502,0.0015544891357421875,0.09792399406433105,12.686069011688232,-0.29773072319343763,9.835623035291526,1,-713.7608380317688,0.056792904,0.0064216345,-713.7608380317688,17.89072561264038
-335.6618616953098,1.004514,0.8836231926556963,2232.0833835601807,17.215582,0.0,2.845815,-491.0619741678238,0.0,109,-0.08337161,-0.0,0.08337161,0.0016317367553710938,0.1158134937286377,12.961650848388672,-9.135764000385773,11.64426472814732,1,-491.0619741678238,0.09274531,0.009416228,-491.0619741678238,18.200734615325928
-393.64296873230563,0.96570665,0.8524832813855793,2250.199035167694,15.919959,0.0,2.7675736,-559.9318401813507,0.0,110,-0.07692815,1.5894573e-08,0.07692817,0.0017502307891845703,0.10684037208557129,12.892473220825195,0.8752554574149349,11.933358600138721,1,-559.9318401813507,0.0896627,0.007976789,-559.9318401813507,18.111248254776
-536.0310559824992,0.97054917,0.8325320921897407,2268.180302143097,16.079351,0.0,2.777536,-760.9631419181824,0.0,111,-0.077654265,-0.0,0.077654265,0.0016326904296875,0.10200929641723633,12.739455938339233,0.6139295693373754,8.991199974531291,1,-760.9631419181824,0.019865714,0.008399555,-760.9631419181824,17.97523260116577
nan,0.9698306,nan,2286.386309146881,16.05343,0.0,2.7759225,nan,nan,112,nan,nan,nan,0.0015804767608642578,0.10645699501037598,12.99148440361023,nan,nan,1,nan,0.2090326,0.0,nan,18.20015525817871
-480.5689234409145,0.9698306,nan,2304.6231169700623,16.05343,0.0,2.7759225,-702.6032184362411,0.0,113,nan,nan,nan,0.001573801040649414,0.11285185813903809,13.062519073486328,nan,9.764351321036015,1,-702.6032184362411,0.09931803,0.0,-702.6032184362411,18.23259210586548
-412.91017161470245,0.9698306,0.8666638486295974,2322.6395983695984,16.05343,0.0,2.7759225,-591.5237815380096,0.0,114,-0.073657304,-0.0,0.073657304,0.0016887187957763672,0.10732698440551758,12.876180171966553,0.8042198316707376,10.982620623303887,1,-591.5237815380096,0.07574493,0.008914586,-591.5237815380096,18.01071310043335
nan,0.9749672,nan,2353.5428755283356,16.228956,0.0,2.786797,nan,nan,115,nan,nan,nan,0.003197908401489258,0.20217609405517578,25.571900367736816,nan,nan,2,nan,0.25424606,0.0,nan,30.899468183517456
-480.19321154063937,0.9749672,nan,2371.4843492507935,16.228956,0.0,2.786797,-704.6168490052223,0.0,116,nan,nan,nan,0.0016050338745117188,0.10512757301330566,12.812963724136353,nan,9.441349567206933,1,-704.6168490052223,0.10973148,0.0,-704.6168490052223,17.936798095703125
-297.0204082042327,0.9749672,0.9009746969265167,2389.416399717331,16.228956,0.0,2.786797,-425.1724647283554,0.0,117,-0.048461087,-0.0,0.048461087,0.0015437602996826172,0.08969330787658691,12.6777663230896,0.16541569621912522,9.840414566768693,1,-425.1724647283554,0.084375985,0.007926723,-425.1724647283554,17.92774271965027
-132.73842010506132,0.9630604,0.7382252984075616,2407.720083475113,15.837377,0.0,2.7623727,-187.40375578403473,0.0,118,-0.06217564,-0.0,0.06217564,0.0016026496887207031,0.11453104019165039,13.149452209472656,0.06212826232781932,16.111406671305776,1,-187.40375578403473,0.50194883,0.004825781,-187.40375578403473,18.299830675125122
-202.9157426615523,0.9836455,0.6837324375582086,2425.974078655243,16.521856,0.0,2.8046842,-266.8733797073364,0.0,119,3.1789146e-08,3.1789146e-08,0.0,0.0015537738800048828,0.12075281143188477,12.961666107177734,0.9847338460808244,6.253413583936108,1,-266.8733797073364,0.35203212,0.0,-266.8733797073364,18.250147581100464
-454.34086747507934,0.9836455,0.8513737549459542,2444.0163526535034,16.521856,0.0,2.8046842,-647.6610821485519,0.0,120,-0.100223474,3.1789146e-08,0.100223504,0.0015633106231689453,0.09951901435852051,12.842000246047974,0.6822600042309097,8.8320362217993,1,-647.6610821485519,0.05385678,0.006701806,-647.6610821485519,18.0363552570343
-392.9172044447426,0.9871511,0.8727167570053038,2462.239422082901,16.632788,0.0,2.8113759,-591.9611383676529,0.0,121,-0.058796722,3.1789146e-08,0.058796756,0.0015673637390136719,0.1151885986328125,13.06984257698059,-2.699224605881468,10.641112336947486,1,-591.9611383676529,0.20441164,0.007626347,-591.9611383676529,18.21746563911438
-479.46912222904245,0.9675284,0.8636223121782728,2480.084985971451,15.979582,0.0,2.7713118,-693.8682177066803,0.0,122,-0.091059364,3.1789146e-08,0.091059394,0.0016460418701171875,0.1031641960144043,12.65532374382019,-6.794111377230268,9.222186887843622,1,-693.8682177066803,0.15983842,0.0075666737,-693.8682177066803,17.841697216033936
-100.24045898024082,0.96347183,0.9034257229183233,2498.2673859596252,15.846426,0.0,2.762944,-139.18790817260742,0.0,123,-0.06085663,9.536743e-08,0.060856726,0.0015499591827392578,0.11140084266662598,12.984398126602173,-49.18991319029041,16.689290636916446,1,-139.18790817260742,0.77708894,0.009492425,-139.18790817260742,18.17850661277771
-311.07436025222694,0.9715728,0.9277125633500873,2528.679609775543,16.109247,0.0,2.7793934,-453.1972448080778,203.94238837063313,124,-0.07296702,4.110665e-09,0.07296703,0.0031058788299560547,0.19653010368347168,25.20099139213562,-3.076127638350462,11.686101580708183,2,-657.1396331787109,0.2207321,0.00712401,-249.2548564374447,30.407708883285522
-636.5926778443542,0.9714545,0.8292897213505253,2546.4344873428345,16.110338,0.0,2.7794611,-881.8837407827377,0.0,125,-0.062406316,-6.357829e-08,0.062406253,0.0016503334045410156,0.0980687141418457,12.491916179656982,0.22701586474055546,6.945818677888417,1,-881.8837407827377,0.037330493,0.007144353,-881.8837407827377,17.74939250946045
-285.8499204874244,0.9690239,0.8523571198632626,2564.6643080711365,16.02893,0.0,2.7743952,-423.70005589723587,0.0,126,-0.08756377,6.357829e-08,0.087563835,0.0016069412231445312,0.11166620254516602,13.06399393081665,-5.21275195746332,12.046150653077614,1,-423.70005589723587,0.17634772,0.0069544553,-423.70005589723587,18.222392559051514
-448.40885737352306,0.9543532,0.7920884253134993,2582.5493619441986,15.544568,0.0,2.7437112,-662.3256471157074,0.0,127,-0.05942672,3.1789146e-08,0.059426755,0.001653432846069336,0.10309457778930664,12.723773717880249,0.49703767590302483,8.820755293098019,1,-662.3256471157074,0.09491484,0.008741441,-662.3256471157074,17.880680084228516
-356.35087756849236,0.9628049,0.7714899724494192,2600.679069519043,15.813602,0.0,2.7608705,-525.0372486114502,0.0,128,-0.10421715,-3.1789146e-08,0.10421712,0.0015735626220703125,0.09827470779418945,12.937983989715576,0.9697584931416559,10.66956627125902,1,-525.0372486114502,0.06665921,0.008463065,-525.0372486114502,18.125144243240356
nan,0.9650078,nan,2630.5653796195984,15.880908,0.0,2.7651176,nan,nan,129,nan,nan,nan,0.0029311180114746094,0.2077312469482422,24.654911279678345,nan,nan,2,nan,0.4283134,0.0,nan,29.882364749908447
-438.70458130642083,0.9650078,nan,2648.898360013962,15.880927,0.0,2.7651188,-646.7934943437576,0.0,130,nan,nan,nan,0.0015652179718017578,0.11570262908935547,13.094194412231445,nan,9.706416751622651,1,-646.7934943437576,0.24610737,0.0,-646.7934943437576,18.325395822525024
-212.19038610227446,0.9650078,0.841854432038223,2667.1999690532684,15.880927,0.0,2.7651188,-327.853603720665,0.0,131,-0.07797292,6.357829e-08,0.077972986,0.0017042160034179688,0.10998868942260742,13.153191089630127,-5.329799807273687,14.32580678547881,1,-327.853603720665,0.38224992,0.009210856,-327.853603720665,18.29747247695923
-178.7767484582747,0.982879,0.7780001473316797,2685.648379802704,16.439993,0.0,2.799717,-243.89094218611717,0.0,132,-0.058731843,9.536743e-08,0.05873194,0.0016541481018066406,0.12483072280883789,13.269788265228271,-2.993413308410307,15.88584733434109,1,-243.89094218611717,0.68918157,0.008489373,-243.89094218611717,18.44431447982788
-372.0599285299762,0.9779378,0.7839602970358507,2703.6805350780487,16.20712,0.0,2.7854507,-535.2984828948975,0.0,133,-0.08227323,2.3841858e-08,0.08227325,0.0016145706176757812,0.10571765899658203,12.771390914916992,0.9855968004948036,9.508680145946288,1,-535.2984828948975,0.07489784,0.006892959,-535.2984828948975,18.02815818786621
-347.6244270648467,0.9863056,0.9055618946401629,2721.8386738300323,16.496922,0.0,2.8031738,-503.2157076597214,0.0,134,-0.059878062,-0.0,0.059878062,0.0015361309051513672,0.10867738723754883,12.897831201553345,0.9700293879637553,11.037616479924,1,-503.2157076597214,0.04444953,0.0066296193,-503.2157076597214,18.1539409160614
-357.3855405315662,0.97959304,0.9145633685114415,2739.809280395508,16.24501,0.0,2.7877858,-532.3430653810501,0.0,135,-0.05107409,-3.1789146e-08,0.051074058,0.0016753673553466797,0.10612988471984863,12.807234525680542,0.915623540062557,9.93058848606898,1,-532.3430653810501,0.24745716,0.004696168,-532.3430653810501,17.966043949127197
-505.2121996503489,0.98693544,0.9185669930831027,2757.661035299301,16.496174,0.0,2.8031285,-728.0261315107346,0.0,136,-0.07200073,-0.0,0.07200073,0.0015912055969238281,0.10422301292419434,12.654601573944092,0.8038443824997552,6.983949096089109,1,-728.0261315107346,0.051906846,0.009930651,-728.0261315107346,17.847817182540894
nan,0.9943831,nan,2775.660496234894,16.65898,0.0,2.8129494,nan,nan,137,nan,nan,nan,0.0015552043914794922,0.10266351699829102,12.863128423690796,nan,nan,1,nan,0.44956857,0.0,nan,17.99472427368164
-589.3170794480692,0.9943831,nan,2793.670798063278,16.65898,0.0,2.8129494,-833.1562354564667,0.0,138,nan,nan,nan,0.0016193389892578125,0.09879374504089355,12.713553667068481,nan,7.349449075104502,1,-833.1562354564667,0.12029222,0.0,-833.1562354564667,18.00569796562195
-522.4821521723138,0.9943831,0.8862358351119528,2811.608315229416,16.65898,0.0,2.8129494,-746.7888970375061,0.0,139,-0.076748624,-6.357829e-08,0.07674856,0.0016760826110839844,0.10241365432739258,12.729356050491333,-18.27860713355677,7.324046918270854,1,-746.7888970375061,0.106830195,0.009457479,-746.7888970375061,17.930123329162598
-389.4417565987089,1.0047008,0.7791418303384983,2829.653874397278,16.984018,0.0,2.8322728,-583.7939892411232,0.0,140,-0.085809074,-1.5894573e-08,0.08580906,0.001596689224243164,0.11654424667358398,12.918180227279663,0.875750987583888,10.495548167131,1,-583.7939892411232,0.28005973,0.0064715194,-583.7939892411232,18.041338443756104
-460.48007725798504,1.0012953,0.8770702616992625,2847.8266656398773,16.867556,0.0,2.825392,-665.8818905353546,0.0,141,-0.079757944,3.1789146e-08,0.07975797,0.0016241073608398438,0.1110219955444336,12.969303131103516,-0.7150543312328765,10.394834041013297,1,-665.8818905353546,0.056044713,0.0076699615,-665.8818905353546,18.16713857650757
nan,0.99378496,nan,2865.7354373931885,16.64006,0.0,2.811813,nan,nan,142,nan,nan,nan,0.0016350746154785156,0.10664749145507812,12.636794567108154,nan,nan,1,nan,0.10239775,0.0,nan,17.904685735702515
-522.2195949781769,0.99378496,nan,2883.898248910904,16.64006,0.0,2.811813,-738.2993719577789,0.0,143,nan,nan,nan,0.001737356185913086,0.10317373275756836,12.844949007034302,nan,8.57832189543779,1,-738.2993719577789,0.049085446,0.0,-738.2993719577789,18.157357692718506
-263.8050796780551,0.99378496,0.9488850552929514,2902.1526958942413,16.64006,0.0,2.811813,-407.659236907959,0.0,144,-0.06862459,-3.1789146e-08,0.06862456,0.00164794921875,0.11023616790771484,13.133352279663086,-0.5337431906169816,13.964811911568495,1,-407.659236907959,0.2853227,0.009678489,-407.659236907959,18.250335693359375
-409.2486579307989,0.9918714,0.7227405516316999,2920.188438653946,16.554733,0.0,2.806672,-607.9165476560593,0.0,145,-0.08073592,1.5894573e-08,0.08073594,0.001592874526977539,0.10468482971191406,12.893335819244385,-0.5490786407931807,9.742898201889288,1,-607.9165476560593,0.145937,0.006930278,-607.9165476560593,18.03154754638672
-611.5696368308783,0.99476457,0.9278622846970173,2938.2238931655884,16.708403,0.0,2.8159118,-857.4497124552727,0.0,146,-0.07283093,3.1789146e-08,0.07283096,0.0016489028930664062,0.1084296703338623,12.794076204299927,0.7308047220995234,7.768392168521364,1,-857.4497124552727,0.051962916,0.00808574,-857.4497124552727,18.03081703186035
-297.540760303075,0.9971813,0.8555572101705464,2956.4435544013977,16.793766,0.0,2.8210077,-437.9026132822037,0.0,147,-0.083898164,-0.0,0.083898164,0.0016169548034667969,0.11255097389221191,13.060322761535645,0.14922104691943394,14.733431914019949,1,-437.9026132822037,0.18875803,0.009568987,-437.9026132822037,18.21573543548584
-608.6172730290817,0.9900523,0.9039088929562517,2974.34671831131,16.593527,0.0,2.8090127,-858.3410155773163,0.0,148,-0.08339179,-0.0,0.08339179,0.0015990734100341797,0.09325265884399414,12.651938676834106,0.7320882882713232,8.885701633380185,1,-858.3410155773163,0.03839279,0.0076611247,-858.3410155773163,17.89926791191101
-443.3413181059782,0.97781193,0.8718685525735793,2992.371515750885,16.136393,0.0,2.7810771,-648.9906980991364,0.0,149,-0.07958199,6.357829e-08,0.07958206,0.00152587890625,0.10572528839111328,12.800033807754517,0.6890620501608082,9.433307289283187,1,-648.9906980991364,0.03815137,0.008282124,-648.9906980991364,18.020980834960938
-377.60430664949746,0.9802125,0.8804108274934299,3010.279520750046,16.233665,0.0,2.7870872,-564.761410087347,0.0,150,-0.10422862,-6.357829e-08,0.104228556,0.0015735626220703125,0.09872126579284668,12.815799474716187,-24.921555105534196,9.269690041962281,1,-564.761410087347,0.15865895,0.0074366163,-564.761410087347,17.904106378555298
-552.797001349326,0.98198164,0.9266761110863638,3028.1894237995148,16.286564,0.0,2.7903404,-780.4941055774689,0.0,151,-0.06353248,6.357829e-08,0.063532546,0.0017235279083251953,0.10223865509033203,12.743018388748169,0.983941509670134,7.1464048633627195,1,-780.4941055774689,0.05682905,0.0066774567,-780.4941055774689,17.906059741973877
-605.7343778311327,0.9796241,0.9059442463538525,3046.1091561317444,16.23843,0.0,2.7873807,-850.6837453842163,0.0,152,-0.10074199,-0.0,0.10074199,0.0016355514526367188,0.09560585021972656,12.671557188034058,-0.8612889817432756,8.395833173348901,1,-850.6837453842163,0.0063595753,0.009130735,-850.6837453842163,17.913885354995728
nan,0.98166406,nan,3064.128646373749,16.287033,0.0,2.7903693,nan,nan,153,nan,nan,nan,0.0015654563903808594,0.10517525672912598,12.848193645477295,nan,nan,1,nan,0.19606218,0.0,nan,18.014801263809204
-387.1143608478441,0.98166406,nan,3082.3388307094574,16.287033,0.0,2.7903693,-572.3208466768265,0.0,154,nan,nan,nan,0.0015940666198730469,0.10725760459899902,13.044858932495117,nan,10.341854893546449,1,-572.3208466768265,0.15534635,0.0,-572.3208466768265,18.2044734954834
